"","sid","tid","token","lemma","xpos","Council","Period","BMP","term"
"609",1,9,"tailored","tailor","VBN","MOC",1,"ED1-Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"610",1,19,"Develop","develop","VBP","MOC",1,"ED1-Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"611",1,29,"focusing","focus","VBG","MOC",1,"ED1-Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"612",1,42,"customize","customize","VB","MOC",1,"ED1-Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"613",1,45,"needed","need","VBN","MOC",1,"ED1-Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"614",1,47,"implement","implement","VB","MOC",1,"ED1-Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"615",1,3,"Comply","comply","VB","MOC",1,"WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements","short-term"
"616",1,11,"specified","specify","VBD","MOC",1,"WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements","short-term"
"617",2,4,"based","base","VBN","MOC",1,"WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements","short-term"
"618",2,18,"require","require","VBP","MOC",1,"WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements","short-term"
"619",2,21,"implement","implement","VB","MOC",1,"WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements","short-term"
"620",2,28,"Continue","continue","VB","MOC",1,"WD1-Implement Tier 1 Water Conservation Practices and Other SB370 Requirements","short-term"
"621",1,1,"Comply","comply","VB","MOC",1,"WD2-Evaluate /Encourage Tier 2 (Non-Farm) Water Conservation Practices","short-term"
"622",1,9,"specified","specify","VBN","MOC",1,"WD2-Evaluate /Encourage Tier 2 (Non-Farm) Water Conservation Practices","short-term"
"623",1,5,"includes","include","VBZ","MOC",1,"WD4-Evaluate/ Encourage Tier 3 Water Conservation Practices","short-term"
"624",1,7,"following","follow","VBG","MOC",1,"WD4-Evaluate/ Encourage Tier 3 Water Conservation Practices","short-term"
"625",3,5,"identify","identify","VB","MOC",1,"WD4-Evaluate/ Encourage Tier 3 Water Conservation Practices","short-term"
"626",3,7,"prioritize","prioritize","VB","MOC",1,"WD4-Evaluate/ Encourage Tier 3 Water Conservation Practices","short-term"
"627",3,10,"including","include","VBG","MOC",1,"WD4-Evaluate/ Encourage Tier 3 Water Conservation Practices","short-term"
"628",3,22,"address","address","VB","MOC",1,"WD4-Evaluate/ Encourage Tier 3 Water Conservation Practices","short-term"
"629",1,6,"identify","identify","VB","MOC",1,"WQ1- Develop/Update Local Wastewater Master Plans","short-term"
"630",1,8,"prioritize","prioritize","VB","MOC",1,"WQ1- Develop/Update Local Wastewater Master Plans","short-term"
"631",1,11,"including","include","VBG","MOC",1,"WQ1- Develop/Update Local Wastewater Master Plans","short-term"
"632",1,23,"address","address","VB","MOC",1,"WQ1- Develop/Update Local Wastewater Master Plans","short-term"
"633",1,1,"Develop","develop","VB","MOC",1,"WQ10-Develop/ Implement Watershed Assessment/ Protection Plan Measures","short-term"
"634",1,1,"Develop","develop","VB","MOC",1,"WQ11-Implement Watershed Improvement Projects","short-term"
"635",1,1,"Implement","implement","VB","MOC",1,"WQ2-Adopt and Coordinate Statewide, Regional and Local Water Quality Monitoring","short-term"
"636",2,10,"maximize","maximize","VB","MOC",1,"WQ2-Adopt and Coordinate Statewide, Regional and Local Water Quality Monitoring","short-term"
"637",1,1,"Request","request","VB","MOC",1,"WQ3-Upgrade Existing Wastewater Treatment Facilities","short-term"
"638",1,9,"selected","select","VBN","MOC",1,"WQ3-Upgrade Existing Wastewater Treatment Facilities","short-term"
"639",1,15,"revised","revise","VBN","MOC",1,"WQ3-Upgrade Existing Wastewater Treatment Facilities","short-term"
"640",1,17,"based","base","VBN","MOC",1,"WQ3-Upgrade Existing Wastewater Treatment Facilities","short-term"
"641",1,19,"selected","select","VBN","MOC",1,"WQ3-Upgrade Existing Wastewater Treatment Facilities","short-term"
"642",1,22,"Begin","begin","VB","MOC",1,"WQ3-Upgrade Existing Wastewater Treatment Facilities","short-term"
"643",1,11,"selected","select","VBN","MOC",1,"WQ4-Construct Advanced Wastewater Treatment Facilities","short-term"
"644",1,17,"revised","revise","VBN","MOC",1,"WQ4-Construct Advanced Wastewater Treatment Facilities","short-term"
"645",1,19,"based","base","VBN","MOC",1,"WQ4-Construct Advanced Wastewater Treatment Facilities","short-term"
"646",1,21,"selected","select","VBN","MOC",1,"WQ4-Construct Advanced Wastewater Treatment Facilities","short-term"
"647",1,24,"Begin","begin","VB","MOC",1,"WQ4-Construct Advanced Wastewater Treatment Facilities","short-term"
"648",1,1,"Implement","implement","VB","MOC",1,"WQ5-Promote Coordinated Environmental Planning","short-term"
"649",1,2,"revised","revise","VBN","MOC",1,"WQ5-Promote Coordinated Environmental Planning","short-term"
"650",1,1,"Consider","consider","VB","MOC",1,"WQ7-Reduce Runoff from Impervious Surfaces","short-term"
"651",1,2,"adopting","adopt","VBG","MOC",1,"WQ7-Reduce Runoff from Impervious Surfaces","short-term"
"652",1,5,"reduce","reduce","VB","MOC",1,"WQ7-Reduce Runoff from Impervious Surfaces","short-term"
"653",1,14,"existing","exist","VBG","MOC",1,"WQ7-Reduce Runoff from Impervious Surfaces","short-term"
"654",1,18,"Consider","consider","VBP","MOC",1,"WQ7-Reduce Runoff from Impervious Surfaces","short-term"
"655",1,19,"offering","offer","VBG","MOC",1,"WQ7-Reduce Runoff from Impervious Surfaces","short-term"
"656",1,1,"Identify","identify","VB","MOC",1,"WQ8- Adopt Ordinances and /or Incentive Programs to Protect Sensitive Land","short-term"
"657",1,3,"prioritize","prioritize","VB","MOC",1,"WQ8- Adopt Ordinances and /or Incentive Programs to Protect Sensitive Land","short-term"
"658",1,11,"Consider","consider","VBP","MOC",1,"WQ8- Adopt Ordinances and /or Incentive Programs to Protect Sensitive Land","short-term"
"659",1,22,"Consider","consider","VB","MOC",1,"WQ8- Adopt Ordinances and /or Incentive Programs to Protect Sensitive Land","short-term"
"660",1,23,"revising","revise","VBG","MOC",1,"WQ8- Adopt Ordinances and /or Incentive Programs to Protect Sensitive Land","short-term"
"661",1,30,"needed","need","VBN","MOC",1,"WQ8- Adopt Ordinances and /or Incentive Programs to Protect Sensitive Land","short-term"
"662",1,1,"Follow","follow","VB","MOC",1,"WQ9-Encourage Total Maximum Daily Load (TMDL) Implementation","short-term"
"663",1,10,"Continue","continue","VBP","MOC",1,"WQ9-Encourage Total Maximum Daily Load (TMDL) Implementation","short-term"
"664",1,5,"identify","identify","VB","MOC",1,"WS1-Develop /Update Local Water Master Plans","short-term"
"665",1,7,"prioritize","prioritize","VB","MOC",1,"WS1-Develop /Update Local Water Master Plans","short-term"
"666",1,10,"including","include","VBG","MOC",1,"WS1-Develop /Update Local Water Master Plans","short-term"
"667",1,22,"address","address","VB","MOC",1,"WS1-Develop /Update Local Water Master Plans","short-term"
"668",1,1,"Evaluate","evaluate","VB","MOC",1,"WS2-Investigate Impacts of Metro Area Discharges","short-term"
"669",1,7,"including","include","VBG","MOC",1,"WS2-Investigate Impacts of Metro Area Discharges","short-term"
"670",1,8,"emerging","emerge","VBG","MOC",1,"WS2-Investigate Impacts of Metro Area Discharges","short-term"
"671",1,21,"being","be","VBG","MOC",1,"WS2-Investigate Impacts of Metro Area Discharges","short-term"
"672",1,22,"returned","return","VBN","MOC",1,"WS2-Investigate Impacts of Metro Area Discharges","short-term"
"673",1,3,"collaborate","collaborate","VB","SSA",1,"ASWS-1 Consider Low Flow Conditions in Future Surface Water Permitting","short-term"
"674",1,18,"develop","develop","VB","SSA",1,"ASWS-1 Consider Low Flow Conditions in Future Surface Water Permitting","short-term"
"675",1,25,"streamline","streamline","VB","SSA",1,"ASWS-1 Consider Low Flow Conditions in Future Surface Water Permitting","short-term"
"676",2,1,"Coordinate","coordinate","VB","SSA",1,"ASWS-1 Consider Low Flow Conditions in Future Surface Water Permitting","short-term"
"677",1,1,"Based","base","VBN","SSA",1,"ASWS-10 Multi-Region Reservoir","short-term"
"678",1,8,"consider","consider","VB","SSA",1,"ASWS-10 Multi-Region Reservoir","short-term"
"679",1,1,"Based","base","VBN","SSA",1,"ASWS-11 Inter-Basin Transfers","short-term"
"680",1,8,"consider","consider","VB","SSA",1,"ASWS-11 Inter-Basin Transfers","short-term"
"681",1,1,"Examine","examine","VB","SSA",1,"ASWS-2 Incentives for Dry-Year Releases from Ponds","short-term"
"682",1,4,"modify","modify","VB","SSA",1,"ASWS-2 Incentives for Dry-Year Releases from Ponds","short-term"
"683",1,11,"obtain","obtain","VB","SSA",1,"ASWS-2 Incentives for Dry-Year Releases from Ponds","short-term"
"684",1,1,"Identify","identify","VB","SSA",1,"ASWS-3 Substitute Future Surface Water Use with Groundwater in Gap Areas","short-term"
"685",1,11,"based","base","VBN","SSA",1,"ASWS-3 Substitute Future Surface Water Use with Groundwater in Gap Areas","short-term"
"686",1,18,"address","address","VB","SSA",1,"ASWS-3 Substitute Future Surface Water Use with Groundwater in Gap Areas","short-term"
"687",2,1,"Replace","replace","VB","SSA",1,"ASWS-3 Substitute Future Surface Water Use with Groundwater in Gap Areas","short-term"
"688",1,1,"Replace","replace","VB","SSA",1,"ASWS-4 Substitute Existing Agricultural Surface Water Use with Groundwater in Dry Years","short-term"
"689",2,1,"Confirm","confirm","VB","SSA",1,"ASWS-4 Substitute Existing Agricultural Surface Water Use with Groundwater in Dry Years","short-term"
"690",2,7,"does","do","VBZ","SSA",1,"ASWS-4 Substitute Existing Agricultural Surface Water Use with Groundwater in Dry Years","short-term"
"691",1,1,"Examine","examine","VB","SSA",1,"ASWS-5 Opportunities and Incentives for Dry-Year Releases from Ponds","short-term"
"692",1,4,"modify","modify","VB","SSA",1,"ASWS-5 Opportunities and Incentives for Dry-Year Releases from Ponds","short-term"
"693",1,11,"obtain","obtain","VB","SSA",1,"ASWS-5 Opportunities and Incentives for Dry-Year Releases from Ponds","short-term"
"694",1,1,"Identify","identify","VB","SSA",1,"ASWS-6 Consider Phased Seasonal Agricultural Permit Conditions","short-term"
"695",1,11,"based","base","VBN","SSA",1,"ASWS-6 Consider Phased Seasonal Agricultural Permit Conditions","short-term"
"696",1,18,"address","address","VB","SSA",1,"ASWS-6 Consider Phased Seasonal Agricultural Permit Conditions","short-term"
"697",2,1,"Replace","replace","VB","SSA",1,"ASWS-6 Consider Phased Seasonal Agricultural Permit Conditions","short-term"
"698",1,1,"Determine","determine","VB","SSA",1,"ASWS-7 Ecological Restoration Incentive Program","short-term"
"699",1,6,"restoring","restore","VBG","SSA",1,"ASWS-7 Ecological Restoration Incentive Program","short-term"
"700",1,11,"improving","improve","VBG","SSA",1,"ASWS-7 Ecological Restoration Incentive Program","short-term"
"701",1,1,"Determine","determine","VB","SSA",1,"ASWS-8 Land Management Incentives","short-term"
"702",1,6,"implementing","implement","VBG","SSA",1,"ASWS-8 Land Management Incentives","short-term"
"703",1,1,"Determine","determine","VB","SSA",1,"ASWS-9 Incentives for Greater Wastewater Return Flows; Coordinated Management","short-term"
"704",1,6,"implementing","implement","VBG","SSA",1,"ASWS-9 Incentives for Greater Wastewater Return Flows; Coordinated Management","short-term"
"705",1,1,"Provide","provide","VB","SSA",1,"GW-1 Sustainable Groundwater Development","short-term"
"706",1,4,"implement","implement","VB","SSA",1,"GW-1 Sustainable Groundwater Development","short-term"
"707",1,1,"Encourage","encourage","VB","SSA",1,"GW-2 Promote Aquifer Friendly Land Uses","short-term"
"708",1,6,"sustain","sustain","VBP","SSA",1,"GW-2 Promote Aquifer Friendly Land Uses","short-term"
"709",1,8,"protect","protect","VB","SSA",1,"GW-2 Promote Aquifer Friendly Land Uses","short-term"
"710",1,1,"Provide","provide","VB","SSA",1,"GW-3 Research Groundwater Sustainability","short-term"
"711",1,4,"implement","implement","VB","SSA",1,"GW-3 Research Groundwater Sustainability","short-term"
"712",1,1,"Provide","provide","VB","SSA",1,"GW-4 Inter-State Resource Planning","short-term"
"713",1,4,"implement","implement","VB","SSA",1,"GW-4 Inter-State Resource Planning","short-term"
"714",1,1,"Evaluate","evaluate","VB","SSA",1,"IGWPC-1 Increase Industrial Groundwater Permit Capacity","short-term"
"715",1,9,"needed","need","VBN","SSA",1,"IGWPC-1 Increase Industrial Groundwater Permit Capacity","short-term"
"716",1,11,"work","work","VB","SSA",1,"IGWPC-1 Increase Industrial Groundwater Permit Capacity","short-term"
"717",1,15,"obtain","obtain","VB","SSA",1,"IGWPC-1 Increase Industrial Groundwater Permit Capacity","short-term"
"718",1,1,"Expand","expand","VB","SSA",1,"IWWPC-1 Collect Additional Industrial Permit Data","short-term"
"719",1,3,"construct","construct","VB","SSA",1,"IWWPC-1 Collect Additional Industrial Permit Data","short-term"
"720",1,7,"obtain","obtain","VBP","SSA",1,"IWWPC-1 Collect Additional Industrial Permit Data","short-term"
"721",1,13,"meet","meet","VB","SSA",1,"IWWPC-1 Collect Additional Industrial Permit Data","short-term"
"722",1,14,"forecasted","forecast","VBN","SSA",1,"IWWPC-1 Collect Additional Industrial Permit Data","short-term"
"723",1,1,"Evaluate","evaluate","VB","SSA",1,"MGWPC-1 Increase Municipal Groundwater Permit Capacity","short-term"
"724",1,9,"needed","need","VBN","SSA",1,"MGWPC-1 Increase Municipal Groundwater Permit Capacity","short-term"
"725",1,11,"work","work","VB","SSA",1,"MGWPC-1 Increase Municipal Groundwater Permit Capacity","short-term"
"726",1,15,"obtain","obtain","VB","SSA",1,"MGWPC-1 Increase Municipal Groundwater Permit Capacity","short-term"
"727",1,1,"Expand","expand","VB","SSA",1,"MWWPC-1 Increase Wastewater Permit Capacity","short-term"
"728",1,3,"construct","construct","VB","SSA",1,"MWWPC-1 Increase Wastewater Permit Capacity","short-term"
"729",1,7,"obtain","obtain","VBP","SSA",1,"MWWPC-1 Increase Wastewater Permit Capacity","short-term"
"730",1,13,"meet","meet","VB","SSA",1,"MWWPC-1 Increase Wastewater Permit Capacity","short-term"
"731",1,14,"forecasted","forecast","VBN","SSA",1,"MWWPC-1 Increase Wastewater Permit Capacity","short-term"
"732",1,6,"develop","develop","VB","SSA",1,"NPS-1 Study Human Impacts on Water Quality","short-term"
"733",1,9,"address","address","VB","SSA",1,"NPS-1 Study Human Impacts on Water Quality","short-term"
"734",1,6,"develop","develop","VB","SSA",1,"NPS-2 Monitor and Address NPS Nutrient Loading","short-term"
"735",1,9,"address","address","VB","SSA",1,"NPS-2 Monitor and Address NPS Nutrient Loading","short-term"
"736",1,1,"Implement","implement","VB","SSA",1,"NPSA-1 Soil Erosion Reduction Measures","short-term"
"737",1,9,"related","relate","VBN","SSA",1,"NPSA-1 Soil Erosion Reduction Measures","short-term"
"738",1,1,"Implement","implement","VB","SSA",1,"NPSA-2 Utilize Buffers","short-term"
"739",1,9,"related","relate","VBN","SSA",1,"NPSA-2 Utilize Buffers","short-term"
"740",1,1,"Implement","implement","VB","SSA",1,"NPSA-3 Livestock Management","short-term"
"741",1,9,"related","relate","VBN","SSA",1,"NPSA-3 Livestock Management","short-term"
"742",1,1,"Implement","implement","VB","SSA",1,"NPSA-4 Manure Control","short-term"
"743",1,9,"related","relate","VBN","SSA",1,"NPSA-4 Manure Control","short-term"
"744",1,1,"Implement","implement","VB","SSA",1,"NPSA-5 Wetland and Forest Restoration Incentives ","short-term"
"745",1,9,"related","relate","VBN","SSA",1,"NPSA-5 Wetland and Forest Restoration Incentives ","short-term"
"746",1,1,"Implement","implement","VB","SSA",1,"NPSF-1 Support Forestry Commission Water Quality Program","short-term"
"747",1,8,"related","relate","VBN","SSA",1,"NPSF-1 Support Forestry Commission Water Quality Program","short-term"
"748",1,1,"Implement","implement","VB","SSA",1,"NPSF-2 Improve BMP Compliance","short-term"
"749",1,8,"related","relate","VBN","SSA",1,"NPSF-2 Improve BMP Compliance","short-term"
"750",1,1,"Implement","implement","VB","SSA",1,"NPSF-3 Conservation Land Use Planning","short-term"
"751",1,8,"related","relate","VBN","SSA",1,"NPSF-3 Conservation Land Use Planning","short-term"
"752",1,1,"Implement","implement","VB","SSA",1,"NPSF-4 Forest Restoration Incentives and Support","short-term"
"753",1,8,"related","relate","VBN","SSA",1,"NPSF-4 Forest Restoration Incentives and Support","short-term"
"754",1,1,"Implement","implement","VB","SSA",1,"NPSR-1 Advocate Implementing Road Runoff BMPs","short-term"
"755",1,7,"related","relate","VBN","SSA",1,"NPSR-1 Advocate Implementing Road Runoff BMPs","short-term"
"756",1,1,"Implement","implement","VB","SSA",1,"NPSU-1 Control Erosion","short-term"
"757",1,7,"related","relate","VBN","SSA",1,"NPSU-1 Control Erosion","short-term"
"758",1,1,"Implement","implement","VB","SSA",1,"NPSU-2 Manage Stormwater Runoff","short-term"
"759",1,7,"related","relate","VBN","SSA",1,"NPSU-2 Manage Stormwater Runoff","short-term"
"760",1,1,"Implement","implement","VB","SSA",1,"NPSU-3 Increase Stormwater Infiltration","short-term"
"761",1,7,"related","relate","VBN","SSA",1,"NPSU-3 Increase Stormwater Infiltration","short-term"
"762",1,1,"Implement","implement","VB","SSA",1,"NPSU-4 Riparian Buffers","short-term"
"763",1,7,"related","relate","VBN","SSA",1,"NPSU-4 Riparian Buffers","short-term"
"764",1,1,"Implement","implement","VB","SSA",1,"NPSU-5 Street Sweeping","short-term"
"765",1,7,"related","relate","VBN","SSA",1,"NPSU-5 Street Sweeping","short-term"
"766",1,19,"modeling","model","VBG","SSA",1,"NUT-1 Link Nutrient Loading with Current Land Use","short-term"
"767",1,21,"being","be","VBG","SSA",1,"NUT-1 Link Nutrient Loading with Current Land Use","short-term"
"768",1,22,"developed","develop","VBN","SSA",1,"NUT-1 Link Nutrient Loading with Current Land Use","short-term"
"769",1,4,"develop","develop","VB","SSA",1,"OCP-1 Engage Local Governments","short-term"
"770",2,1,"Conduct","conduct","VB","SSA",1,"OCP-1 Engage Local Governments","short-term"
"771",1,4,"develop","develop","VB","SSA",1,"OCP-2 Green Space Opportunities and Incentives","short-term"
"772",2,1,"Conduct","conduct","VB","SSA",1,"OCP-2 Green Space Opportunities and Incentives","short-term"
"773",1,4,"develop","develop","VB","SSA",1,"OCP-3 Promote Integrated Planning","short-term"
"774",2,1,"Conduct","conduct","VB","SSA",1,"OCP-3 Promote Integrated Planning","short-term"
"775",1,4,"develop","develop","VB","SSA",1,"OCP-4 Local Government Erosion Control Measures","short-term"
"776",2,1,"Conduct","conduct","VB","SSA",1,"OCP-4 Local Government Erosion Control Measures","short-term"
"777",1,1,"Collect","collect","VB","SSA",1,"PSDO-1 Collect Water Quality Data","short-term"
"778",1,4,"confirm","confirm","VB","SSA",1,"PSDO-1 Collect Water Quality Data","short-term"
"779",1,7,"receiving","receive","VBG","SSA",1,"PSDO-1 Collect Water Quality Data","short-term"
"780",1,1,"Identify","identify","VB","SSA",1,"PSDO-2 Point Source Discharge Relocation","short-term"
"781",1,4,"move","move","VB","SSA",1,"PSDO-2 Point Source Discharge Relocation","short-term"
"782",1,3,"improve","improve","VB","SSA",1,"PSDO-3 Improve Treatment Facilities","short-term"
"783",1,6,"identified","identify","VBN","SSA",1,"PSDO-3 Improve Treatment Facilities","short-term"
"784",1,1,"Continue","continue","VB","SSA",1,"SW-1 Surface Water Use Within Available Capacity","short-term"
"785",1,3,"apply","apply","VB","SSA",1,"SW-1 Surface Water Use Within Available Capacity","short-term"
"786",1,5,"sustain","sustain","VBP","SSA",1,"SW-2 Monitor and Evaluate Estuaries","short-term"
"787",1,3,"listed","list","VBN","SSA",1,"TMDL-1 Evaluate Impairment Sources","short-term"
"788",2,1,"Refine","refine","VB","SSA",1,"TMDL-1 Evaluate Impairment Sources","short-term"
"789",1,3,"listed","list","VBN","SSA",1,"TMDL-2 Analyze Impaired Segments and Sources","short-term"
"790",2,1,"Refine","refine","VB","SSA",1,"TMDL-2 Analyze Impaired Segments and Sources","short-term"
"791",1,3,"listed","list","VBN","SSA",1,"TMDL-3 Stormwater Management BMPs","short-term"
"792",2,1,"Refine","refine","VB","SSA",1,"TMDL-3 Stormwater Management BMPs","short-term"
"793",1,1,"Implement","implement","VB","SSA",1,"WC-1 Tier 1 and Tier 2 Measures for Municipal and Industrial Users","short-term"
"794",1,1,"Implement","implement","VB","SSA",1,"WC-10 End-Gun Shutoffs","short-term"
"795",1,1,"Implement","implement","VB","SSA",1,"WC-11 Low Pressure Systems","short-term"
"796",1,1,"Implement","implement","VB","SSA",1,"WC-12 Application Efficiency Technologies","short-term"
"797",1,1,"Implement","implement","VB","SSA",1,"WC-2 Tier 1 and Tier 2 Measures for Agricultural Users","short-term"
"798",1,1,"Implement","implement","VB","SSA",1,"WC-3 Audits","short-term"
"799",1,1,"Implement","implement","VB","SSA",1,"WC-4 Metering","short-term"
"800",1,1,"Implement","implement","VB","SSA",1,"WC-5 Inspections","short-term"
"801",1,1,"Implement","implement","VB","SSA",1,"WC-6 Minimize HighPressure Systems","short-term"
"802",1,1,"Implement","implement","VB","SSA",1,"WC-7 Efficient Planting Methods","short-term"
"803",1,1,"Implement","implement","VB","SSA",1,"WC-8 Conservation Tillage","short-term"
"804",1,1,"Implement","implement","VB","SSA",1,"WC-9 Control Loss","short-term"
"805",1,2,"Begin","begin","VB","SUO",1,"ED1 - Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"806",1,3,"developing","develop","VBG","SUO",1,"ED1 - Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"807",1,10,"tailored","tailor","VBN","SUO",1,"ED1 - Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"808",2,1,"Develop","develop","VBP","SUO",1,"ED1 - Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"809",2,11,"focusing","focus","VBG","SUO",1,"ED1 - Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"810",2,24,"customize","customize","VB","SUO",1,"ED1 - Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"811",2,27,"needed","need","VBN","SUO",1,"ED1 - Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"812",2,29,"implement","implement","VB","SUO",1,"ED1 - Develop Regional Educational Program and Materials for Localized Implementation","short-term"
"813",1,1,"Implement","implement","VB","SUO",1,"ED2 - Promote Coordinated Environmental Planning","short-term"
"814",1,2,"revised","revise","VBN","SUO",1,"ED2 - Promote Coordinated Environmental Planning","short-term"
"815",1,1,"Comply","comply","VB","SUO",1,"WD1 - Implement Tier 1 Water Conservation Practices and Other SB370 Requirements","short-term"
"816",1,9,"specified","specify","VBD","SUO",1,"WD1 - Implement Tier 1 Water Conservation Practices and Other SB370 Requirements","short-term"
"817",1,14,"based","base","VBN","SUO",1,"WD1 - Implement Tier 1 Water Conservation Practices and Other SB370 Requirements","short-term"
"818",1,28,"require","require","VBP","SUO",1,"WD1 - Implement Tier 1 Water Conservation Practices and Other SB370 Requirements","short-term"
"819",1,31,"implement","implement","VB","SUO",1,"WD1 - Implement Tier 1 Water Conservation Practices and Other SB370 Requirements","short-term"
"820",1,36,"Continue","continue","VBP","SUO",1,"WD1 - Implement Tier 1 Water Conservation Practices and Other SB370 Requirements","short-term"
"821",1,1,"Comply","comply","VB","SUO",1,"WD2 – Evaluate/ Encourage Tier 2 (Non-Farm) Water Conservation Practices","short-term"
"822",1,9,"specified","specify","VBN","SUO",1,"WD2 – Evaluate/ Encourage Tier 2 (Non-Farm) Water Conservation Practices","short-term"
"823",1,2,"Identify","identify","VB","SUO",1,"WD3 – Evaluate/ Encourage Tier 3 & Tier 4 Agricultural Water Conservation Practices","short-term"
"824",1,1,"Install","install","VB","SUO",1,"WD4 – Monitor Agricultural Use in the Ogeechee River","short-term"
"825",1,7,"do","do","VBP","SUO",1,"WD4 – Monitor Agricultural Use in the Ogeechee River","short-term"
"826",1,9,"have","have","VB","SUO",1,"WD4 – Monitor Agricultural Use in the Ogeechee River","short-term"
"827",1,10,"metering","meter","VBG","SUO",1,"WD4 – Monitor Agricultural Use in the Ogeechee River","short-term"
"828",2,1,"Develop","develop","VB","SUO",1,"WD4 – Monitor Agricultural Use in the Ogeechee River","short-term"
"829",2,11,"Develop","develop","VB","SUO",1,"WD4 – Monitor Agricultural Use in the Ogeechee River","short-term"
"830",1,6,"identify","identify","VB","SUO",1,"WQ1 - Develop/ Update Local Wastewater Master Plans","short-term"
"831",1,8,"prioritize","prioritize","VB","SUO",1,"WQ1 - Develop/ Update Local Wastewater Master Plans","short-term"
"832",1,11,"including","include","VBG","SUO",1,"WQ1 - Develop/ Update Local Wastewater Master Plans","short-term"
"833",1,22,"address","address","VB","SUO",1,"WQ1 - Develop/ Update Local Wastewater Master Plans","short-term"
"834",1,1,"Request","request","VB","SUO",1,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"835",1,10,"selected","select","VBN","SUO",1,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"836",1,16,"revised","revise","VBN","SUO",1,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"837",1,18,"based","base","VBN","SUO",1,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"838",1,20,"selected","select","VBN","SUO",1,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"839",1,23,"Begin","begin","VB","SUO",1,"WQ2 - Upgrade Existing Wastewater Treatment Facilities","short-term"
"840",1,1,"Request","request","VB","SUO",1,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"841",1,11,"selected","select","VBN","SUO",1,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"842",1,16,"revised","revise","VBN","SUO",1,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"843",1,18,"based","base","VBN","SUO",1,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"844",1,20,"selected","select","VBN","SUO",1,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"845",1,23,"Begin","begin","VB","SUO",1,"WQ3 - Construct New Advanced Wastewater Treatment Facilities","short-term"
"846",1,1,"Continue","continue","VB","SUO",1,"WQ4 - Develop and Implement TMDL Management Plans","short-term"
"847",1,3,"participate","participate","VB","SUO",1,"WQ4 - Develop and Implement TMDL Management Plans","short-term"
"848",1,5,"identify","identify","VB","SUO",1,"WS1- Develop/Update Local Water Master Plans","short-term"
"849",1,7,"prioritize","prioritize","VB","SUO",1,"WS1- Develop/Update Local Water Master Plans","short-term"
"850",1,10,"including","include","VBG","SUO",1,"WS1- Develop/Update Local Water Master Plans","short-term"
"851",1,20,"address","address","VB","SUO",1,"WS1- Develop/Update Local Water Master Plans","short-term"
"852",1,7,"begin","begin","VB","SUO",1,"WS2 – Monitor Streamflow to Confirm the Frequency and Magnitude of the Predicted Gap","short-term"
"853",1,15,"compare","compare","VB","SUO",1,"WS2 – Monitor Streamflow to Confirm the Frequency and Magnitude of the Predicted Gap","short-term"
"854",1,1,"Determine","determine","VB","SUO",1,"WS3 – Conduct Instream Flow Studies","short-term"
"855",1,6,"conduct","conduct","VB","SUO",1,"WS3 – Conduct Instream Flow Studies","short-term"
"856",1,11,"suggest","suggest","VBP","SUO",1,"WS3 – Conduct Instream Flow Studies","short-term"
"857",2,1,"Begin","begin","VB","SUO",1,"WS3 – Conduct Instream Flow Studies","short-term"
"858",2,3,"complete","complete","VB","SUO",1,"WS3 – Conduct Instream Flow Studies","short-term"
"859",1,2,"Begin","begin","VB","SUO",1,"WS4 - Increase Groundwater Supplies","short-term"
"860",1,3,"permitting","permit","VBG","SUO",1,"WS4 - Increase Groundwater Supplies","short-term"
"861",1,9,"Construct","construct","VB","SUO",1,"WS4 - Increase Groundwater Supplies","short-term"
"862",1,13,"needed","need","VBN","SUO",1,"WS4 - Increase Groundwater Supplies","short-term"
"863",1,17,"allows","allow","VBZ","SUO",1,"WS4 - Increase Groundwater Supplies","short-term"
